#{"t_start": 1761275657.5072408, "env_id": "None"}
r,l,t
208.47504,174,27.17344
194.74077,180,27.200289
124.5858,96,27.258826
108.01398,92,27.288375
110.37356,97,27.331888
101.88695,91,27.331888
82.66993,92,27.345352
81.45115,84,27.356646
100.16394,89,27.394403
128.0389,120,27.394403
108.990395,84,27.458504
75.627945,86,27.5207
94.39839,82,27.576736
104.640976,89,27.599574
101.402794,93,27.622806
134.96329,104,27.679666
96.43912,87,27.708415
118.344765,119,27.728529
206.04288,159,27.768952
119.68743,102,27.789826
93.46709,81,27.80538
128.12189,99,27.832085
135.93712,105,27.877747
70.53257,82,27.91479
103.97734,92,27.92463
86.31147,84,27.945176
88.91015,86,27.998622
81.94639,91,28.009578
105.70958,94,28.055782
92.611626,86,28.079795
99.34674,89,28.115348
131.99551,102,28.143919
188.25879,173,28.179391
141.03116,109,28.189877
116.45017,111,28.298443
126.98805,115,28.336955
114.19242,109,28.378816
100.789635,83,28.390922
110.23601,85,28.400925
180.98508,171,28.432477
139.21031,115,28.451377
224.07932,185,28.469854
131.05934,101,29.68654
92.3726,88,29.698287
95.70899,95,29.740955
96.26802,85,29.754947
98.56415,106,29.77667
162.09392,133,29.846923
162.28963,155,29.870712
145.23477,131,29.878768
112.89401,87,29.896505
112.775764,87,29.909823
87.013,88,29.958212
120.26575,98,29.976442
116.44742,90,29.99256
91.178925,85,30.066744
116.54639,90,30.066744
112.9199,87,30.086874
96.2837,102,30.123019
116.93707,122,30.151903
116.33902,90,30.169385
94.901886,101,30.206798
126.74121,116,30.224924
70.412704,82,30.266625
112.815674,102,30.339487
72.44471,87,30.377472
124.88207,124,30.46106
126.357574,106,30.475434
224.52243,173,30.494537
215.86183,175,30.50686
165.65768,156,30.544123
128.32948,130,30.591498
117.02124,98,30.607822
89.11185,90,30.639519
98.714165,84,30.677307
92.86887,90,30.693683
85.328636,85,30.710741
122.69616,123,30.778508
119.55988,105,30.791971
99.6256,87,30.811499
142.74945,110,30.863059
102.68239,88,30.883909
68.72688,83,30.9023
144.07213,111,30.918391
123.454025,110,30.962438
129.74149,100,31.016771
107.26031,92,31.029713
122.92769,103,31.047447
99.97694,86,31.086714
112.80393,87,31.106565
71.90416,85,31.124734
140.11919,108,31.176483
92.55302,102,31.224014
86.33667,83,31.273963
96.91151,103,31.33686
124.46035,96,31.372748
112.62381,98,31.403218
78.16341,88,31.447731
108.99108,114,31.467264
183.19685,153,31.488908
79.133286,82,31.505423
100.03208,85,31.586776
76.7746,89,31.616656
80.49275,83,31.640077
108.74446,84,31.666619
83.175186,85,31.679743
82.68777,92,31.693746
176.54463,167,31.724206
181.54427,168,31.771468
111.59948,94,31.813792
87.82506,85,31.856573
95.10656,89,31.876524
108.80129,84,31.894181
88.431496,98,31.906603
155.66739,132,31.940641
188.0556,153,31.986763
125.023994,104,32.002642
75.55646,86,32.020662
79.08077,82,32.078753
109.50899,93,33.283565
74.72268,89,33.319294
111.92248,114,33.344831
143.70613,130,33.359336
81.466385,84,33.393872
107.959984,111,33.466779
87.372375,85,33.507707
103.72632,101,33.536925
120.58374,93,33.567814
213.79808,174,33.609347
98.740616,104,33.62364
146.58508,113,33.66959
164.25949,138,33.691892
126.75388,113,33.736484
106.613144,94,33.752367
91.218544,100,33.788772
116.72912,105,33.835535
185.09227,153,33.846874
122.56688,107,33.860421
79.3255,82,33.881074
110.51389,97,33.900665
92.13023,86,33.988411
108.92353,105,34.020085
81.48389,84,34.089952
111.38101,96,34.100698
106.8556,95,34.116606
134.90831,104,34.137381
144.08444,142,34.163574
137.2764,106,34.186595
115.38824,89,34.211001
112.36869,87,34.238829
73.220695,84,34.317426
99.79553,93,34.333478
110.94749,101,34.359553
81.77727,81,34.379932
107.082886,95,34.398884
116.83012,109,34.417131
118.074684,99,34.467674
80.272095,83,34.516454
171.45618,147,34.544177
127.19174,98,34.567933
97.70545,86,34.58488
83.63313,82,34.61025
91.18286,89,34.619862
164.60703,139,34.683959
142.20358,122,34.737687
146.48898,113,34.770997
78.24394,81,34.770997
97.82506,107,34.790024
104.012024,108,34.811174
120.91664,121,34.847495
107.34316,114,34.859604
87.81159,89,34.93122
114.88518,120,34.949201
93.29421,84,34.977315
96.50877,92,34.992668
123.1613,95,35.007525
97.778244,87,35.061322
86.94761,88,35.075074
117.77275,121,35.108091
85.88473,81,35.144549
91.28312,87,35.170464
89.62414,84,35.196428
92.1831,83,35.20644
104.00639,92,35.276501
128.42195,99,35.317124
154.28854,140,35.333024
123.32937,123,35.349996
69.167984,81,35.365509
95.783394,93,35.37828
137.94131,119,35.456676
97.8091,91,35.483677
74.25173,85,35.518011
75.832214,89,35.534683
191.62163,160,35.565567
117.93046,91,35.566572
117.77795,102,35.590933
94.94772,101,35.666523
103.0335,92,36.909444
81.76505,84,36.930078
151.56818,117,36.943082
106.26961,103,36.961463
99.00581,94,36.989714
138.11548,116,37.022379
106.75266,100,37.096949
324.23572,250,37.114521
84.50289,83,37.14151
70.257904,82,37.14151
114.457565,97,37.162595
79.58321,89,37.187504
95.59043,87,37.230525
118.06503,110,37.255192
106.12397,82,37.306524
98.76624,88,37.333138
88.06498,85,37.348328
117.311455,108,37.37087
145.84926,122,37.406521
97.865906,88,37.432263
146.52246,113,37.446847
81.87617,84,37.521725
87.08087,95,37.540204
175.13347,135,37.555115
70.45812,82,37.606589
155.66582,120,37.624239
87.84139,86,37.63785
151.6004,117,37.65374
96.48386,106,37.673452
74.20171,85,37.828476
123.06029,95,37.85498
90.68185,87,37.85498
71.17597,83,37.906947
119.38286,92,37.94198
75.67599,86,37.956456
115.62953,101,37.973962
76.38653,89,38.054421
136.26056,105,38.078406
69.21253,81,38.09216
200.71208,155,38.104656
136.44049,117,38.136734
90.84285,82,38.157773
120.59589,109,38.225116
131.26839,117,38.280929
97.728935,88,38.334439
91.59077,99,38.410313
111.25165,107,38.436488
92.47716,99,38.487931
111.62536,86,38.530187
138.84401,122,38.553807
118.16701,103,38.6266
176.85445,165,38.655243
102.19081,97,38.68083
101.43849,87,38.744005
121.71591,94,38.762935
98.63641,85,38.799766
97.76438,105,38.886807
110.93047,117,38.931242
106.249794,103,38.965828
107.364,92,39.017494
98.45878,97,39.035238
160.15172,136,39.068757
160.91669,136,39.089282
120.08313,124,39.834957
76.96242,87,39.859114
122.56114,111,39.878633
97.3447,87,39.899553
75.74648,86,39.94165
86.434456,95,39.97174
94.37226,88,40.00465
128.76895,108,40.038332
89.77313,85,40.051792
102.05435,87,40.101187
104.841576,100,40.111019
141.44093,109,40.144536
119.33761,92,40.163512
79.41015,89,40.18706
113.92882,107,40.274077
134.12462,132,40.306593
108.769745,92,40.326981
88.08061,84,40.356879
142.89734,122,41.546563
93.60173,91,41.569468
115.58737,100,41.570469
218.04495,168,41.608476
64.67873,81,41.660871
104.015114,92,41.706771
132.58775,115,41.748783
98.13315,89,41.791304
69.37886,81,41.815208
128.5674,127,41.831503
117.57445,119,41.869244
156.5683,121,41.880458
108.47366,97,41.920997
